project_name,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
apache-lucene-solr,299.0,1262.0,158.0,504.0,18445.0,195.0,136.0,191.0,72.0,73.0,28.0,24.0,31.0,50.0,93.0,93.0,92.0,90.0,36.0,0.0,92.0,0.0,2056.0,40811.0,201.0,173.0,412.0,70.0,519.0,40399.0,4810.0,1727.0,1091.0,1358.0,13.0,112.0,135.0,72.0,1367.0,1025.0
facebook-facebook-android-sdk,68.0,277.0,10.0,211.0,3993.0,90.0,90.0,76.0,36.0,34.0,0.0,3.0,32.0,8.0,112.0,112.0,97.0,61.0,7.0,0.0,112.0,0.0,119.0,1312.0,118.0,35.0,38.0,29.0,28.0,150.0,497.0,200.0,68.0,165.0,7.0,16.0,15.0,0.0,623.0,1025.0
oracle-spacewalk-selinux,136.0,459.0,11.0,471.0,13510.0,165.0,163.0,156.0,23.0,17.0,0.0,11.0,11.0,4.0,93.0,91.0,90.0,57.0,25.0,0.0,91.0,0.0,338.0,2508.0,173.0,55.0,47.0,34.0,60.0,634.0,153.0,489.0,114.0,439.0,8.0,15.0,3.0,0.0,980.0,1025.0
havarunner-havarunner,14.0,16.0,7.0,20.0,78.0,13.0,13.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,3.0,0.0,3.0,0.0,12.0,167.0,7.0,3.0,2.0,1.0,0.0,6.0,14.0,12.0,2.0,12.0,2.0,6.0,9.0,0.0,95.0,1024.0
google-gitiles,63.0,110.0,7.0,109.0,1663.0,62.0,17.0,60.0,19.0,25.0,0.0,1.0,1.0,10.0,18.0,11.0,5.0,15.0,6.0,0.0,18.0,0.0,191.0,768.0,53.0,14.0,15.0,8.0,6.0,530.0,81.0,69.0,14.0,57.0,5.0,5.0,4.0,22.0,222.0,1025.0
fullwall-Citizens,37.0,93.0,5.0,115.0,942.0,48.0,27.0,44.0,19.0,9.0,0.0,6.0,1.0,1.0,18.0,9.0,9.0,10.0,7.0,0.0,10.0,0.0,151.0,725.0,38.0,10.0,16.0,4.0,13.0,277.0,125.0,95.0,67.0,50.0,8.0,6.0,3.0,0.0,226.0,1025.0
apache-openmeetings,88.0,164.0,25.0,174.0,4279.0,94.0,93.0,93.0,29.0,19.0,2.0,4.0,4.0,2.0,142.0,142.0,95.0,47.0,7.0,0.0,95.0,0.0,136.0,1182.0,64.0,13.0,16.0,7.0,10.0,201.0,69.0,179.0,25.0,142.0,8.0,27.0,14.0,25.0,366.0,1025.0
apache-qpid-jms,85.0,396.0,10.0,255.0,17955.0,190.0,18.0,181.0,69.0,30.0,1.0,3.0,16.0,7.0,59.0,32.0,30.0,41.0,16.0,0.0,32.0,0.0,218.0,3083.0,197.0,24.0,45.0,107.0,85.0,384.0,714.0,637.0,60.0,630.0,9.0,55.0,7.0,21.0,512.0,1025.0
apache-tomcat,85.0,1013.0,77.0,523.0,50778.0,325.0,54.0,303.0,112.0,44.0,13.0,19.0,53.0,46.0,153.0,153.0,153.0,136.0,98.0,0.0,153.0,0.0,317.0,4330.0,313.0,124.0,120.0,192.0,235.0,961.0,1680.0,618.0,103.0,396.0,13.0,16.0,44.0,13.0,1058.0,1025.0
hazelcast-hazelcast,719.0,848.0,59.0,839.0,11557.0,827.0,141.0,826.0,95.0,93.0,14.0,130.0,30.0,6.0,463.0,463.0,463.0,48.0,33.0,0.0,463.0,0.0,1978.0,6501.0,170.0,120.0,50.0,29.0,82.0,1740.0,5703.0,2374.0,160.0,2373.0,7.0,71.0,59.0,405.0,1030.0,1025.0
querydsl-querydsl,158.0,259.0,28.0,510.0,20098.0,201.0,161.0,192.0,20.0,70.0,0.0,15.0,67.0,1.0,79.0,59.0,42.0,71.0,18.0,0.0,59.0,0.0,229.0,1803.0,190.0,45.0,38.0,18.0,16.0,460.0,394.0,226.0,76.0,212.0,13.0,11.0,13.0,0.0,398.0,1025.0
codenvy-legacy-che-plugins,209.0,4051.0,124.0,528.0,147153.0,543.0,87.0,430.0,176.0,359.0,0.0,40.0,179.0,39.0,1039.0,1024.0,870.0,65.0,68.0,0.0,1024.0,0.0,1051.0,18527.0,1031.0,235.0,1408.0,145.0,738.0,3856.0,4180.0,5464.0,1233.0,3285.0,13.0,20.0,122.0,7.0,2080.0,1025.0
oracle-oci-java-sdk,1060.0,1052.0,6.0,552.0,15753.0,212.0,31.0,191.0,24.0,16.0,0.0,2.0,0.0,11.0,41.0,38.0,24.0,19.0,8.0,0.0,34.0,0.0,521.0,13546.0,345.0,13.0,344.0,11.0,344.0,183.0,51.0,1387.0,33.0,1214.0,5.0,344.0,4.0,344.0,695.0,1025.0
aws-aws-sdk-java-v2,138.0,130.0,15.0,238.0,7280.0,124.0,36.0,123.0,37.0,20.0,35.0,7.0,14.0,3.0,61.0,33.0,33.0,61.0,16.0,0.0,61.0,0.0,285.0,1335.0,99.0,10.0,34.0,36.0,19.0,313.0,218.0,201.0,62.0,201.0,5.0,21.0,13.0,90.0,514.0,1025.0
apache-storm,177.0,858.0,30.0,1017.0,15715.0,207.0,117.0,203.0,119.0,10.0,4.0,14.0,13.0,7.0,260.0,260.0,257.0,108.0,35.0,0.0,260.0,0.0,477.0,43417.0,330.0,111.0,78.0,72.0,109.0,496.0,766.0,895.0,138.0,767.0,7.0,50.0,658.0,46.0,1219.0,1025.0
bdew-neiaddons,22.0,40.0,3.0,40.0,51.0,12.0,8.0,11.0,3.0,2.0,0.0,3.0,7.0,0.0,13.0,13.0,13.0,4.0,2.0,0.0,3.0,0.0,15.0,177.0,15.0,6.0,14.0,2.0,7.0,35.0,28.0,24.0,10.0,22.0,4.0,0.0,1.0,0.0,76.0,1025.0
apache-hive,992.0,2540.0,1228.0,1800.0,61806.0,469.0,225.0,350.0,241.0,79.0,9.0,55.0,51.0,31.0,83.0,83.0,83.0,66.0,52.0,0.0,83.0,0.0,1456.0,228397.0,494.0,327.0,860.0,257.0,444.0,5723.0,5710.0,2886.0,1547.0,2184.0,10.0,245.0,3193.0,80.0,1610.0,1025.0
mockito-mockito,49.0,117.0,19.0,172.0,6441.0,114.0,83.0,113.0,9.0,5.0,1.0,6.0,2.0,1.0,17.0,10.0,8.0,17.0,13.0,0.0,11.0,0.0,335.0,980.0,105.0,20.0,41.0,23.0,35.0,449.0,482.0,282.0,74.0,138.0,5.0,12.0,24.0,6.0,1622.0,1025.0
apache-cordova-docs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
androidannotations-androidannotations,91.0,185.0,10.0,157.0,4131.0,94.0,17.0,82.0,21.0,11.0,0.0,8.0,6.0,3.0,135.0,135.0,135.0,46.0,13.0,0.0,135.0,0.0,27.0,686.0,68.0,24.0,38.0,14.0,4.0,150.0,31.0,135.0,26.0,135.0,8.0,3.0,15.0,0.0,282.0,1025.0
uber-NullAway,117.0,417.0,5.0,267.0,3907.0,98.0,46.0,98.0,50.0,2.0,0.0,0.0,0.0,0.0,32.0,32.0,7.0,30.0,25.0,0.0,32.0,0.0,55.0,2423.0,171.0,30.0,33.0,21.0,26.0,1710.0,59.0,278.0,31.0,229.0,9.0,19.0,23.0,25.0,567.0,1025.0
apache-parquet-mr,131.0,245.0,64.0,298.0,2820.0,76.0,48.0,68.0,27.0,12.0,1.0,15.0,12.0,6.0,52.0,32.0,32.0,21.0,9.0,0.0,46.0,0.0,898.0,1432.0,125.0,43.0,20.0,21.0,113.0,421.0,1703.0,233.0,106.0,217.0,6.0,21.0,24.0,23.0,404.0,1025.0
naver-pinpoint,108.0,604.0,20.0,164.0,8499.0,154.0,48.0,150.0,26.0,9.0,1.0,43.0,8.0,7.0,86.0,43.0,26.0,74.0,24.0,0.0,45.0,0.0,124.0,2483.0,239.0,56.0,50.0,12.0,181.0,1332.0,2264.0,474.0,414.0,474.0,7.0,19.0,28.0,13.0,717.0,1025.0
scribejava-scribejava,27.0,81.0,5.0,66.0,1242.0,55.0,7.0,53.0,7.0,8.0,0.0,3.0,1.0,0.0,32.0,6.0,3.0,13.0,1.0,0.0,8.0,0.0,31.0,602.0,46.0,5.0,8.0,8.0,6.0,198.0,32.0,33.0,13.0,32.0,4.0,3.0,4.0,0.0,351.0,1025.0
apache-jspwiki,44.0,374.0,7.0,199.0,23393.0,219.0,31.0,212.0,46.0,7.0,6.0,6.0,27.0,11.0,61.0,48.0,28.0,46.0,17.0,0.0,47.0,0.0,67.0,2059.0,79.0,26.0,97.0,16.0,34.0,735.0,129.0,356.0,64.0,277.0,10.0,3.0,3.0,7.0,609.0,1025.0
apache-myfaces,85.0,338.0,17.0,347.0,4508.0,97.0,72.0,91.0,28.0,44.0,0.0,48.0,45.0,4.0,220.0,141.0,87.0,132.0,13.0,0.0,141.0,0.0,161.0,1898.0,97.0,50.0,76.0,22.0,64.0,670.0,338.0,459.0,74.0,342.0,10.0,6.0,19.0,180.0,806.0,1025.0
square-retrofit,51.0,245.0,16.0,121.0,14183.0,170.0,20.0,166.0,4.0,1.0,0.0,1.0,2.0,3.0,14.0,4.0,3.0,14.0,0.0,0.0,11.0,0.0,239.0,2945.0,54.0,12.0,34.0,74.0,18.0,649.0,68.0,213.0,41.0,213.0,6.0,44.0,170.0,10.0,320.0,1024.0
mybatis-mybatis-3,81.0,258.0,7.0,231.0,8860.0,136.0,23.0,131.0,54.0,12.0,2.0,7.0,3.0,11.0,1001.0,1000.0,1000.0,28.0,51.0,0.0,1000.0,0.0,66.0,1010.0,81.0,26.0,30.0,65.0,22.0,1000.0,149.0,1001.0,24.0,1001.0,7.0,59.0,13.0,15.0,1005.0,1025.0
bkromhout-realm-recyclerview-lite,21.0,80.0,3.0,50.0,239.0,30.0,5.0,24.0,12.0,2.0,0.0,0.0,22.0,0.0,18.0,3.0,6.0,17.0,5.0,0.0,4.0,0.0,5.0,329.0,20.0,6.0,16.0,3.0,5.0,17.0,27.0,44.0,18.0,27.0,2.0,8.0,1.0,0.0,332.0,1025.0
ZieIony-Carbon,86.0,365.0,7.0,266.0,12908.0,165.0,37.0,146.0,22.0,14.0,8.0,4.0,5.0,0.0,58.0,20.0,12.0,44.0,4.0,0.0,24.0,0.0,33.0,1443.0,68.0,29.0,48.0,5.0,47.0,58.0,132.0,331.0,108.0,201.0,5.0,8.0,8.0,28.0,837.0,1025.0
cryptomator-cryptomator,40.0,59.0,4.0,54.0,630.0,45.0,16.0,42.0,10.0,5.0,2.0,12.0,0.0,2.0,26.0,13.0,12.0,24.0,3.0,0.0,25.0,0.0,25.0,268.0,42.0,2.0,8.0,6.0,15.0,40.0,43.0,37.0,27.0,43.0,3.0,2.0,7.0,9.0,210.0,1025.0
apache-jackrabbit-oak,135.0,395.0,17.0,459.0,11771.0,193.0,52.0,192.0,57.0,30.0,3.0,21.0,19.0,21.0,146.0,68.0,64.0,146.0,16.0,0.0,146.0,0.0,392.0,3379.0,143.0,86.0,63.0,57.0,57.0,2259.0,536.0,756.0,186.0,618.0,10.0,53.0,14.0,60.0,838.0,1025.0
apache-hadoop,354.0,998.0,77.0,980.0,75488.0,429.0,125.0,189.0,73.0,47.0,5.0,58.0,37.0,69.0,1182.0,1182.0,1165.0,85.0,42.0,0.0,1182.0,0.0,747.0,24991.0,341.0,108.0,117.0,197.0,154.0,2429.0,2119.0,1203.0,765.0,1197.0,20.0,95.0,121.0,48.0,1644.0,1025.0
real-logic-aeron,84.0,489.0,16.0,425.0,3197.0,129.0,79.0,86.0,52.0,6.0,4.0,5.0,10.0,2.0,120.0,120.0,118.0,83.0,18.0,0.0,120.0,0.0,155.0,2575.0,103.0,40.0,135.0,39.0,51.0,295.0,677.0,389.0,145.0,318.0,6.0,11.0,9.0,62.0,652.0,1025.0
facebook-facebook-java-business-sdk,41.0,123.0,13.0,69.0,3693.0,90.0,13.0,89.0,10.0,7.0,0.0,0.0,0.0,3.0,43.0,19.0,19.0,42.0,9.0,0.0,19.0,0.0,33.0,3396.0,93.0,8.0,5.0,5.0,4.0,83.0,16.0,169.0,8.0,75.0,7.0,25.0,11.0,0.0,385.0,1.0
apache-uima-uimaj,126.0,821.0,14.0,549.0,68293.0,422.0,78.0,311.0,68.0,54.0,36.0,44.0,89.0,47.0,108.0,84.0,84.0,93.0,23.0,0.0,84.0,0.0,354.0,3572.0,368.0,51.0,124.0,45.0,111.0,396.0,264.0,652.0,98.0,605.0,8.0,23.0,8.0,27.0,1198.0,1025.0
apache-dubbo,68.0,398.0,11.0,308.0,9630.0,157.0,55.0,145.0,54.0,25.0,16.0,15.0,11.0,3.0,139.0,25.0,21.0,35.0,21.0,0.0,24.0,0.0,169.0,4037.0,227.0,61.0,51.0,48.0,123.0,472.0,1587.0,225.0,183.0,186.0,12.0,34.0,86.0,31.0,412.0,1025.0
hibernate-hibernate-orm,216.0,911.0,56.0,732.0,75855.0,390.0,61.0,266.0,106.0,83.0,47.0,32.0,43.0,6.0,225.0,42.0,42.0,96.0,31.0,0.0,80.0,0.0,284.0,4569.0,405.0,87.0,316.0,46.0,113.0,992.0,609.0,1100.0,57.0,578.0,8.0,177.0,43.0,148.0,1213.0,1025.0
apache-maven-compiler-plugin,45.0,194.0,4.0,217.0,566.0,36.0,2.0,13.0,12.0,21.0,0.0,14.0,2.0,0.0,48.0,4.0,1.0,38.0,7.0,0.0,4.0,0.0,14.0,1125.0,30.0,27.0,15.0,15.0,13.0,189.0,15.0,120.0,36.0,134.0,6.0,0.0,0.0,1.0,546.0,1025.0
apache-jmeter,120.0,310.0,16.0,268.0,9396.0,141.0,75.0,121.0,34.0,40.0,2.0,19.0,17.0,13.0,118.0,109.0,93.0,109.0,27.0,0.0,109.0,0.0,150.0,1371.0,98.0,21.0,38.0,22.0,36.0,368.0,277.0,327.0,72.0,225.0,8.0,4.0,7.0,13.0,685.0,1025.0
apache-pulsar,156.0,456.0,125.0,624.0,16637.0,183.0,107.0,182.0,37.0,79.0,13.0,25.0,9.0,13.0,304.0,36.0,38.0,304.0,36.0,0.0,44.0,0.0,271.0,2922.0,144.0,100.0,68.0,91.0,64.0,772.0,713.0,658.0,131.0,562.0,6.0,35.0,82.0,118.0,1098.0,1025.0
grpc-grpc-java,119.0,185.0,19.0,345.0,5460.0,139.0,27.0,118.0,21.0,30.0,0.0,11.0,25.0,7.0,68.0,37.0,34.0,59.0,8.0,0.0,54.0,0.0,368.0,3429.0,42.0,26.0,36.0,19.0,23.0,1108.0,546.0,498.0,85.0,478.0,6.0,50.0,34.0,0.0,719.0,1025.0
apache-johnzon,73.0,348.0,8.0,191.0,12200.0,157.0,30.0,156.0,31.0,8.0,2.0,4.0,4.0,1.0,48.0,13.0,8.0,45.0,8.0,0.0,33.0,0.0,94.0,1719.0,129.0,26.0,167.0,21.0,25.0,367.0,164.0,184.0,54.0,183.0,7.0,25.0,34.0,46.0,273.0,1025.0
apache-jclouds,105.0,185.0,36.0,240.0,11620.0,153.0,100.0,151.0,30.0,29.0,0.0,26.0,16.0,8.0,100.0,100.0,100.0,33.0,31.0,0.0,100.0,0.0,336.0,2294.0,140.0,25.0,36.0,62.0,34.0,753.0,504.0,355.0,73.0,352.0,7.0,30.0,50.0,0.0,465.0,1025.0
immutables-immutables,56.0,408.0,20.0,328.0,16795.0,199.0,27.0,151.0,38.0,12.0,9.0,122.0,6.0,1.0,54.0,14.0,25.0,26.0,13.0,0.0,25.0,0.0,147.0,1547.0,224.0,11.0,44.0,9.0,19.0,359.0,254.0,160.0,18.0,119.0,6.0,19.0,59.0,42.0,559.0,1025.0
openengsb-openengsb,63.0,101.0,9.0,144.0,619.0,49.0,35.0,41.0,31.0,16.0,0.0,5.0,6.0,9.0,31.0,18.0,18.0,31.0,12.0,0.0,18.0,0.0,105.0,867.0,36.0,16.0,17.0,26.0,8.0,302.0,64.0,247.0,39.0,195.0,5.0,17.0,6.0,0.0,324.0,1025.0
facebook-fresco,62.0,153.0,14.0,161.0,1676.0,78.0,78.0,76.0,28.0,23.0,0.0,29.0,1.0,18.0,40.0,37.0,37.0,37.0,25.0,0.0,37.0,0.0,118.0,900.0,65.0,17.0,32.0,12.0,26.0,110.0,730.0,146.0,51.0,139.0,6.0,9.0,15.0,0.0,475.0,1025.0
apache-flink,327.0,681.0,67.0,323.0,73047.0,430.0,120.0,374.0,53.0,30.0,9.0,20.0,43.0,13.0,293.0,293.0,293.0,74.0,22.0,0.0,293.0,0.0,569.0,4066.0,178.0,134.0,147.0,160.0,97.0,1712.0,1775.0,633.0,348.0,537.0,9.0,151.0,50.0,89.0,897.0,1025.0
alibaba-fastjson,58.0,1314.0,15.0,296.0,19700.0,200.0,98.0,200.0,27.0,13.0,0.0,14.0,42.0,0.0,6664.0,42.0,6664.0,100.0,19.0,0.0,27.0,0.0,268.0,6667.0,355.0,108.0,547.0,43.0,363.0,773.0,711.0,1618.0,777.0,6664.0,11.0,11.0,33.0,0.0,6666.0,1025.0
apache-cassandra,152.0,907.0,63.0,910.0,52560.0,385.0,381.0,369.0,82.0,74.0,10.0,17.0,14.0,15.0,217.0,46.0,213.0,36.0,17.0,0.0,103.0,0.0,1085.0,4234.0,253.0,125.0,54.0,38.0,219.0,1730.0,5270.0,615.0,334.0,399.0,7.0,51.0,40.0,136.0,1225.0,1025.0
oracle-opengrok,73.0,302.0,10.0,237.0,20464.0,204.0,59.0,197.0,26.0,21.0,1.0,12.0,7.0,19.0,88.0,40.0,40.0,78.0,13.0,0.0,40.0,0.0,450.0,1364.0,119.0,35.0,65.0,27.0,23.0,614.0,172.0,272.0,58.0,203.0,8.0,9.0,9.0,51.0,683.0,1025.0
airbnb-lottie-android,53.0,276.0,6.0,144.0,2226.0,92.0,31.0,81.0,16.0,5.0,0.0,14.0,3.0,6.0,39.0,33.0,11.0,39.0,2.0,0.0,35.0,0.0,52.0,855.0,78.0,13.0,108.0,6.0,28.0,81.0,149.0,219.0,69.0,104.0,4.0,17.0,6.0,0.0,656.0,1025.0
simplegeo-java-simplegeo,24.0,39.0,5.0,48.0,435.0,30.0,8.0,30.0,2.0,5.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,8.0,4.0,0.0,6.0,0.0,62.0,214.0,14.0,4.0,6.0,12.0,1.0,102.0,20.0,44.0,3.0,44.0,3.0,1.0,0.0,0.0,146.0,1025.0
bytedeco-javacpp,62.0,1528.0,13.0,242.0,3081.0,79.0,56.0,78.0,5.0,3.0,0.0,32.0,1.0,3.0,48.0,10.0,5.0,4.0,4.0,0.0,6.0,0.0,183.0,3981.0,75.0,170.0,222.0,43.0,154.0,2512.0,945.0,1584.0,533.0,591.0,9.0,6.0,7.0,0.0,665.0,1025.0
apache-nutch,50.0,135.0,14.0,165.0,631.0,42.0,20.0,42.0,9.0,31.0,1.0,8.0,7.0,7.0,49.0,36.0,36.0,47.0,25.0,0.0,36.0,0.0,68.0,1124.0,43.0,20.0,25.0,10.0,26.0,253.0,67.0,170.0,51.0,114.0,11.0,7.0,11.0,6.0,382.0,1025.0
btraceio-btrace,43.0,305.0,9.0,291.0,41035.0,287.0,286.0,280.0,51.0,18.0,0.0,4.0,49.0,38.0,113.0,113.0,113.0,38.0,7.0,0.0,113.0,0.0,312.0,5217.0,226.0,24.0,44.0,32.0,23.0,4644.0,103.0,241.0,168.0,177.0,9.0,25.0,18.0,2.0,1086.0,1025.0
apache-cloudstack,775.0,1410.0,23.0,1666.0,24068.0,224.0,223.0,223.0,122.0,74.0,2.0,19.0,21.0,12.0,372.0,372.0,371.0,120.0,63.0,0.0,371.0,0.0,351.0,5808.0,324.0,97.0,307.0,201.0,122.0,1173.0,4238.0,1492.0,448.0,1440.0,12.0,18.0,85.0,7.0,1158.0,1025.0
spring-projects-spring-security,107.0,133.0,39.0,130.0,2034.0,110.0,22.0,110.0,20.0,15.0,20.0,3.0,20.0,4.0,68.0,55.0,55.0,63.0,7.0,0.0,55.0,0.0,113.0,1973.0,63.0,15.0,34.0,23.0,50.0,382.0,1368.0,188.0,70.0,167.0,10.0,18.0,43.0,47.0,717.0,1025.0
realm-realm-java,149.0,856.0,9.0,561.0,17175.0,186.0,55.0,169.0,67.0,28.0,0.0,15.0,13.0,18.0,91.0,46.0,46.0,45.0,5.0,0.0,48.0,0.0,244.0,3841.0,227.0,103.0,176.0,103.0,187.0,468.0,1025.0,522.0,179.0,475.0,6.0,73.0,6.0,109.0,724.0,1025.0
voxeolabs-moho,98.0,409.0,6.0,237.0,5794.0,121.0,79.0,80.0,22.0,52.0,0.0,3.0,14.0,47.0,35.0,30.0,30.0,20.0,33.0,0.0,30.0,0.0,100.0,2599.0,121.0,35.0,80.0,89.0,67.0,197.0,541.0,246.0,79.0,155.0,9.0,112.0,6.0,0.0,481.0,1025.0
apache-ignite,284.0,1556.0,60.0,850.0,144841.0,539.0,539.0,507.0,79.0,112.0,14.0,23.0,64.0,43.0,213.0,213.0,213.0,118.0,33.0,0.0,213.0,0.0,685.0,5898.0,626.0,186.0,197.0,192.0,169.0,1635.0,3318.0,862.0,270.0,664.0,11.0,149.0,62.0,79.0,1975.0,1025.0
apache-struts,95.0,660.0,39.0,328.0,35926.0,272.0,47.0,270.0,74.0,24.0,2.0,8.0,31.0,18.0,122.0,122.0,122.0,113.0,79.0,0.0,122.0,0.0,407.0,2988.0,159.0,44.0,112.0,64.0,140.0,836.0,1698.0,354.0,103.0,305.0,8.0,26.0,39.0,7.0,542.0,1025.0
izhangzhihao-intellij-rainbow-brackets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook-robolectric,66.0,145.0,18.0,138.0,7260.0,121.0,27.0,121.0,17.0,17.0,0.0,3.0,14.0,22.0,45.0,25.0,7.0,42.0,15.0,0.0,30.0,0.0,72.0,1157.0,93.0,24.0,26.0,19.0,41.0,261.0,240.0,154.0,110.0,114.0,8.0,18.0,20.0,0.0,683.0,1025.0
apache-jena,138.0,3370.0,37.0,475.0,55687.0,335.0,117.0,258.0,170.0,64.0,40.0,32.0,156.0,22.0,223.0,223.0,222.0,43.0,84.0,0.0,223.0,0.0,466.0,7534.0,603.0,69.0,205.0,132.0,523.0,1306.0,4074.0,1095.0,214.0,460.0,56.0,83.0,11.0,60.0,878.0,1025.0
netty-netty,84.0,687.0,27.0,316.0,73350.0,432.0,111.0,376.0,53.0,40.0,0.0,180.0,74.0,26.0,82.0,82.0,82.0,42.0,13.0,0.0,82.0,0.0,366.0,4157.0,221.0,134.0,75.0,53.0,9220.0,635.0,16641.0,873.0,12298.0,539.0,9.0,58.0,17.0,1.0,684.0,1025.0
